index,OPE ID,School,City_x,State_x,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Lat,Lng,City_y,State_y,Full Zip Code
2424,9248,SAMARITAN HOSPITAL SCHOOL OF NURSING,TROY,NY,12180,Private-Nonprofit,Subsidized,75,75,245033.0,75,139572.0,42.7516,-73.59997,Troy,NY,12180
2425,8611,"CUNY, HOSTOS COMMUNITY COLLEGE",BRONX,NY,10451,Public,Subsidized,103,104,354206.0,104,177107.0,40.82097,-73.92383,Bronx,NY,10451
2428,42402,AVIATION INSTITUTE OF MAINTENANCE,OAKLAND,CA,94621,Proprietary,Subsidized,75,76,303170.0,79,155486.0,37.7379,-122.20794,Oakland,CA,94621
2429,31643,CREATIVE CENTER (THE),OMAHA,NE,68164,Proprietary,Subsidized,20,20,96898.0,20,48449.0,41.29886,-96.10949,Omaha,NE,68164
2430,36393,WEST COAST ULTRASOUND INSTITUTE,LOS ANGELES,CA,90010,Proprietary,Subsidized,80,80,312028.0,114,173572.0,34.06209,-118.31262,Los Angeles,CA,90010
2431,5204,BEAL COLLEGE,BANGOR,ME,4401,Proprietary,Subsidized,67,67,256144.0,67,127895.0,44.84711,-68.84654,Bangor,ME,04401
2432,2740,JEWISH THEOLOGICAL SEMINARY OF AMERICA (THE),NEW YORK,NY,10027,Private-Nonprofit,Subsidized,10,10,44496.0,10,22248.0,40.81187,-73.95459,New York,NY,10027
2434,30722,CHANDLER - GILBERT COMMUNITY COLLEGE,CHANDLER,AZ,85225,Public,Subsidized,625,651,2303689.0,652,1152704.0,33.31748,-111.83167,Chandler,AZ,85225
2435,33323,SOUTHERN CALIFORNIA SEMINARY,EL CAJON,CA,92019,Private-Nonprofit,Subsidized,15,15,65500.0,15,22417.0,32.77886,-116.87142,El Cajon,CA,92019
2436,3600,PANOLA COLLEGE,CARTHAGE,TX,75633,Public,Subsidized,196,196,692045.0,202,351183.0,32.12788,-94.28109,Carthage,TX,75633
2437,8200,UPMC JAMESON SCHOOL OF NURSING,NEW CASTLE,PA,16105,Private-Nonprofit,Subsidized,44,44,148519.0,44,76262.0,41.05285,-80.33918,New Castle,PA,16105
2438,11719,UNIVERSIDAD ANA G. MÉNDEZ - GURABO CAMPUS,GURABO,PR,778,Private-Nonprofit,Subsidized,1030,1036,3695602.0,1036,2374282.0,18.26319,-65.97938,Gurabo,PR,00778
2439,5535,PINE TECHNICAL AND COMMUNITY COLLEGE,PINE CITY,MN,55063,Public,Subsidized,97,99,356032.0,99,178020.0,45.83263,-92.90584,Pine City,MN,55063
2441,10736,MARION TECHNICAL COLLEGE,MARION,OH,43302,Public,Subsidized,144,146,345719.0,146,166427.0,40.59995,-83.12967,Marion,OH,43302
2442,41922,ATHENA CAREER ACADEMY,TOLEDO,OH,43615,Proprietary,Subsidized,90,90,236828.0,90,158601.0,41.65045,-83.67255,Toledo,OH,43615
2444,1286,SANTA MONICA COLLEGE,SANTA MONICA,CA,90405,Public,Subsidized,40,40,156172.0,40,78086.0,34.01208,-118.4679,Santa Monica,CA,90405
2445,41203,HEALTH AND STYLE INSTITUTE,GREENSBORO,NC,27407,Proprietary,Subsidized,89,89,274589.0,93,139052.0,36.01124,-79.87588,Greensboro,NC,27407
2446,7265,CARL SANDBURG COLLEGE,GALESBURG,IL,61401,Public,Subsidized,63,63,186097.0,63,93046.0,40.94451,-90.38888,Galesburg,IL,61401
2447,41954,UNITEK COLLEGE,SOUTH SAN FRANCISCO,CA,94080,Proprietary,Subsidized,63,63,216967.0,63,109359.0,37.65541,-122.42083,South San Francisco,CA,94080
2450,31563,ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AVONDALE,AZ,85392,Public,Subsidized,626,660,2369567.0,660,1184794.0,33.47713,-112.30981,Avondale,AZ,85392
2451,1239,MIRACOSTA COLLEGE,OCEANSIDE,CA,92056,Public,Subsidized,86,86,275183.0,172,170020.0,33.20197,-117.28939,Oceanside,CA,92056
2454,7401,MANDL SCHOOL,NEW YORK,NY,10019,Proprietary,Subsidized,54,54,217781.0,55,109220.0,40.76586,-73.9853,New York,NY,10019
2456,3563,DEL MAR COLLEGE,CORPUS CHRISTI,TX,78404,Public,Subsidized,302,303,933072.0,353,513221.0,27.76798,-97.39946,Corpus Christi,TX,78404
2458,38684,LOS ANGELES COLLEGE OF MUSIC,PASADENA,CA,91105,Proprietary,Subsidized,30,30,123633.0,35,45856.0,34.14045,-118.16716,Pasadena,CA,91105
2459,42222,FAB SCHOOL (THE),RANCHO CUCAMONGA,CA,91730,Proprietary,Subsidized,28,28,76226.0,29,38434.0,34.10023,-117.5811,Rancho Cucamonga,CA,91730
2460,23502,INDIANA COUNTY TECHNOLOGY CENTER,INDIANA,PA,15701,Public,Subsidized,43,43,143037.0,46,67091.0,40.62935,-79.15056,Indiana,PA,15701
2461,12165,ATLANTA METROPOLITAN STATE COLLEGE,ATLANTA,GA,30310,Public,Subsidized,271,271,1035634.0,271,522949.0,33.72695,-84.42726,Atlanta,GA,30310
2462,40313,SALON PROFESSIONAL ACADEMY (THE),FARGO,ND,58103,Proprietary,Subsidized,15,15,57446.0,15,29446.0,46.85639,-96.82234,Fargo,ND,58103
2463,7588,CAPRI COLLEGE,DUBUQUE,IA,52004,Proprietary,Subsidized,26,27,74713.0,28,38276.0,42.5006243,-90.6647985,DUBUQUE,IA,52004
2466,42220,ARCLABS,PIEDMONT,SC,29673,Proprietary,Subsidized,75,75,256094.0,75,128922.0,34.71901,-82.455,Piedmont,SC,29673
2468,1095,CROWLEY'S RIDGE COLLEGE,PARAGOULD,AR,72450,Private-Nonprofit,Subsidized,81,81,359367.0,81,179687.0,36.0784,-90.51695,Paragould,AR,72450
2470,40764,GNOMON,HOLLYWOOD,CA,90038,Proprietary,Subsidized,36,36,149295.0,36,58239.0,34.08882,-118.32671,Los Angeles,CA,90038
2471,9270,ART INSTITUTE OF ATLANTA (THE),ATLANTA,GA,30328,Proprietary,Subsidized,225,237,812502.0,397,485414.0,33.93194,-84.38617,Atlanta,GA,30328
2472,1038,SNEAD STATE COMMUNITY COLLEGE,BOAZ,AL,35957,Public,Subsidized,191,192,684266.0,192,344814.0,34.19105,-86.19531,Boaz,AL,35957
2474,12203,ST. PETER'S HOSPITAL COLLEGE OF NURSING,ALBANY,NY,12208,Private-Nonprofit,Subsidized,65,65,196582.0,65,122229.0,42.65293,-73.80835,Albany,NY,12208
2478,1105,SHORTER COLLEGE,NORTH LITTLE ROCK,AR,72114,Private-Nonprofit,Subsidized,80,80,278620.0,81,77532.0,34.7645,-92.26024,North Little Rock,AR,72114
2480,3546,COASTAL BEND COLLEGE,BEEVILLE,TX,78102,Public,Subsidized,197,198,596372.0,198,298193.0,28.4094,-97.71733,Beeville,TX,78102
2482,22878,NATIONAL TRACTOR TRAILER SCHOOL,LIVERPOOL,NY,13088,Proprietary,Subsidized,83,83,178553.0,107,111749.0,43.10787,-76.19096,Liverpool,NY,13088
2483,7717,CAPRI COLLEGE,DAVENPORT,IA,52807,Proprietary,Subsidized,20,21,63813.0,21,31909.0,41.61061,-90.51634,Davenport,IA,52807
2485,12315,CORNISH COLLEGE OF THE ARTS,SEATTLE,WA,98121,Private-Nonprofit,Subsidized,253,259,1167580.0,259,585165.0,47.61548,-122.34668,Seattle,WA,98121
2486,2356,ITASCA COMMUNITY COLLEGE,GRAND RAPIDS,MN,55744,Public,Subsidized,93,94,333922.0,94,166963.0,47.23306,-93.51299,Grand Rapids,MN,55744
2488,12347,PHAGANS' CENTRAL OREGON BEAUTY COLLEGE,BEND,OR,97701,Proprietary,Subsidized,4,4,11880.0,5,3331.0,44.00065,-121.03289,Bend,OR,97701
2489,12348,PHAGANS' BEAUTY COLLEGE,CORVALLIS,OR,97333,Proprietary,Subsidized,4,4,14000.0,5,4375.0,44.4735,-123.3067,Corvallis,OR,97333
2490,12350,PHAGANS' SCHOOL OF HAIR DESIGN,HAPPY VALLEY,OR,97086,Proprietary,Subsidized,23,23,71756.0,24,36830.0,45.44531,-122.52793,Happy Valley,OR,97086
2491,12351,PHAGANS' SCHOOL OF BEAUTY,SALEM,OR,97301,Proprietary,Subsidized,2,2,3986.0,2,1594.0,44.94948,-123.00439,Salem,OR,97301
2493,7549,COYNE COLLEGE,CHICAGO,IL,60607,Proprietary,Subsidized,38,38,106560.0,57,30257.0,41.87467,-87.65175,Chicago,IL,60607
2497,12425,STONE ACADEMY,WEST HAVEN,CT,6516,Proprietary,Subsidized,126,126,579295.0,130,291117.0,41.27393,-72.96718,West Haven,CT,06516
2501,3570,GRAYSON COLLEGE,DENISON,TX,75020,Public,Subsidized,192,192,609243.0,358,342812.0,33.77264,-96.60391,Denison,TX,75020
2503,2450,CALVARY UNIVERSITY,KANSAS CITY,MO,64147,Private-Nonprofit,Subsidized,30,30,125449.0,34,34274.0,38.85387,-94.54688,Kansas City,MO,64147
2504,12525,CARIBBEAN UNIVERSITY,BAYAMON,PR,960,Private-Nonprofit,Subsidized,9,9,33675.0,9,16838.0,18.41674,-66.14365,Bayamon,PR,00960
2505,42151,CALIFORNIA CAREER INSTITUTE,ANAHEIM,CA,92806,Proprietary,Subsidized,67,67,232680.0,67,116340.0,33.83884,-117.87054,Anaheim,CA,92806
2506,42349,AMG SCHOOL OF LICENSE PRACTICAL NURSING,BROOKLYN,NY,11201,Proprietary,Subsidized,29,29,98500.0,31,51250.0,40.69477,-73.99031,Brooklyn,NY,11201
2507,39603,NEW RIVER COMMUNITY AND TECHNICAL COLLEGE,BEAVER,WV,25813,Public,Subsidized,77,77,204858.0,83,107688.0,37.78309,-81.10001,Beaver,WV,25813
2508,41284,MIAMI REGIONAL UNIVERSITY,MIAMI,FL,33126,Proprietary,Subsidized,36,36,169289.0,36,87145.0,25.78061,-80.30054,Miami,FL,33126
2510,35373,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,LONG ISLAND CITY,NY,11101,Proprietary,Subsidized,46,46,156019.0,57,97260.0,40.74679,-73.93916,Long Island City,NY,11101
2511,4902,PENN COMMERCIAL BUSINESS/TECHNICAL SCHOOL,WASHINGTON,PA,15301,Proprietary,Subsidized,40,40,132760.0,49,72168.0,40.16411,-80.25304,Washington,PA,15301
2513,41771,PIMA MEDICAL INSTITUTE,AURORA,CO,80012,Proprietary,Subsidized,173,173,567230.0,183,299324.0,39.69976,-104.83784,Aurora,CO,80012
2514,9914,ROANE STATE COMMUNITY COLLEGE,HARRIMAN,TN,37748,Public,Subsidized,186,193,576390.0,193,290649.0,35.94797,-84.51413,Harriman,TN,37748
2515,3766,VIRGINIA UNION UNIVERSITY,RICHMOND,VA,23220,Private-Nonprofit,Subsidized,87,87,402182.0,87,201091.0,37.54923,-77.46012,Richmond,VA,23220
2519,1705,ILLINOIS VALLEY COMMUNITY COLLEGE,OGLESBY,IL,61348,Public,Subsidized,36,36,119191.0,36,59598.0,41.2812,-89.03685,Oglesby,IL,61348
2520,36963,UNIVERSITY OF THE WEST,ROSEMEAD,CA,91770,Private-Nonprofit,Subsidized,25,25,112069.0,25,56036.0,34.06395,-118.08361,Rosemead,CA,91770
2521,30669,INTELLITEC COLLEGE,GRAND JUNCTION,CO,81506,Proprietary,Subsidized,197,197,573819.0,230,302433.0,39.15785,-108.53454,Grand Junction,CO,81506
2524,7686,SOUTHERN UNIVERSITY AT SHREVEPORT - BOSSIER CITY,SHREVEPORT,LA,71107,Public,Subsidized,784,786,2779271.0,789,1356448.0,32.59509,-93.85909,Shreveport,LA,71107
2525,2012,LOUISIANA STATE UNIVERSITY AT EUNICE,EUNICE,LA,70535,Public,Subsidized,584,584,2073769.0,584,1036898.0,30.47999,-92.42367,Eunice,LA,70535
2526,39463,FRANKLIN W. OLIN COLLEGE OF ENGINEERING,NEEDHAM,MA,2492,Private-Nonprofit,Subsidized,42,42,136255.0,42,69739.0,42.27615,-71.24387,Needham,MA,02492
2528,25973,SOUTH BAYLO UNIVERSITY,ANAHEIM,CA,92801,Private-Nonprofit,Subsidized,2,2,11000.0,2,3666.0,33.84441,-117.95175,Anaheim,CA,92801
2529,1193,CYPRESS COLLEGE,CYPRESS,CA,90630,Public,Subsidized,65,65,240000.0,65,120000.0,33.81814,-118.03814,Cypress,CA,90630
2530,30115,FORTIS INSTITUTE,FORTY FORT,PA,18702,Proprietary,Subsidized,42,42,126967.0,45,65956.0,41.21406,-75.76925,Wilkes Barre,PA,18702
2532,12932,TINT SCHOOL OF MAKEUP & COSMETOLOGY,SEATTLE,WA,98121,Proprietary,Subsidized,6,6,18900.0,6,9450.0,47.61548,-122.34668,Seattle,WA,98121
2533,31152,MOTORING TECHNICAL TRAINING INSTITUTE,SEEKONK,MA,2771,Proprietary,Subsidized,29,29,99750.0,29,50750.0,41.83787,-71.31736,Seekonk,MA,02771
2535,36783,PIMA MEDICAL INSTITUTE,ALBUQUERQUE,NM,87111,Proprietary,Subsidized,34,34,127235.0,34,63619.0,35.13824,-106.51589,Albuquerque,NM,87111
2539,13022,CITY UNIVERSITY OF SEATTLE,SEATTLE,WA,98121,Private-Nonprofit,Subsidized,123,132,490088.0,132,138923.0,47.61548,-122.34668,Seattle,WA,98121
2540,30763,BEULAH HEIGHTS UNIVERSITY,ATLANTA,GA,30316,Private-Nonprofit,Subsidized,51,51,203227.0,51,77638.0,33.71277,-84.33218,Atlanta,GA,30316
2541,8903,COLLEGE OF THE CANYONS,SANTA CLARITA,CA,91355,Public,Subsidized,54,54,181140.0,54,52912.0,34.42379,-118.58437,Valencia,CA,91355
2542,12362,NORTHWESTERN COLLEGE,CHICAGO,IL,60630,Proprietary,Subsidized,26,26,99346.0,26,33121.0,41.97222,-87.75758,Chicago,IL,60630
2543,34033,EPIC BIBLE COLLEGE,SACRAMENTO,CA,95841,Private-Nonprofit,Subsidized,37,37,135006.0,37,41091.0,38.66031,-121.34812,Sacramento,CA,95841
2544,42438,ABRAHAM LINCOLN UNIVERSITY,GLENDALE,CA,91210,Proprietary,Subsidized,12,12,55000.0,12,28000.0,34.14468,-118.25809,Glendale,CA,91210
2545,10880,CHATFIELD COLLEGE,SAINT MARTIN,OH,45118,Private-Nonprofit,Subsidized,60,62,216479.0,67,90752.0,39.17192,-83.93107,Fayetteville,OH,45118
2547,30431,THOMAS MORE COLLEGE OF LIBERAL ARTS,MERRIMACK,NH,3054,Private-Nonprofit,Subsidized,43,43,190000.0,43,95001.0,42.85471,-71.51878,Merrimack,NH,03054
2548,40375,ACADEMY OF HAIR DESIGN,SPRINGFIELD,MO,65804,Proprietary,Subsidized,31,31,98937.0,31,49472.0,37.14822,-93.25294,Springfield,MO,65804
2551,35423,CONCORDE CAREER COLLEGE,ARLINGTON,TX,76011,Proprietary,Subsidized,157,157,467532.0,176,224489.0,32.7543,-97.08223,Arlington,TX,76011
2552,38385,NORTHWEST CAREER COLLEGE,LAS VEGAS,NV,89128,Proprietary,Subsidized,266,266,918913.0,267,447402.0,36.19678,-115.26439,Las Vegas,NV,89128
2557,3726,AMERICAN NATIONAL UNIVERSITY,SALEM,VA,24153,Proprietary,Subsidized,427,474,1073800.0,598,619699.0,37.29674,-80.11609,Salem,VA,24153
2560,41457,PAUL MITCHELL THE SCHOOL SPRINGFIELD,SPRINGFIELD,MO,65807,Proprietary,Subsidized,35,35,110420.0,36,56330.0,37.166,-93.32483,Springfield,MO,65807
2561,10551,NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS,LONG ISLAND CITY,NY,11101,Proprietary,Subsidized,42,42,147303.0,42,73655.0,40.74679,-73.93916,Long Island City,NY,11101
2562,38273,CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY,CHARLOTTE,NC,28227,Private-Nonprofit,Subsidized,24,24,102727.0,24,51363.0,35.18851,-80.6507,Charlotte,NC,28227
2563,3603,RANGER COLLEGE,RANGER,TX,76470,Public,Subsidized,140,140,441954.0,141,216122.0,32.49977,-98.6686,Ranger,TX,76470
2564,41633,COMPASS COLLEGE OF CINEMATIC ARTS,GRAND RAPIDS,MI,49503,Private-Nonprofit,Subsidized,36,36,146065.0,39,38436.0,42.96282,-85.65872,Grand Rapids,MI,49503
2565,1600,WESLEYAN COLLEGE,MACON,GA,31210,Private-Nonprofit,Subsidized,172,172,712284.0,172,380542.0,32.90486,-83.7356,Macon,GA,31210
2566,41759,GEISINGER-LEWISTOWN HOSPITAL SCHOOL OF NURSING,LEWISTOWN,PA,17044,Private-Nonprofit,Subsidized,22,22,85205.0,22,28405.0,40.58236,-77.59013,Lewistown,PA,17044
2568,3995,CENTRAL CAROLINA TECHNICAL COLLEGE,SUMTER,SC,29150,Public,Subsidized,179,179,493467.0,179,246886.0,33.87621,-80.35609,Sumter,SC,29150
2571,41491,PAUL MITCHELL THE SCHOOL CINCINNATI,CINCINNATI,OH,45241,Proprietary,Subsidized,63,63,205241.0,70,112038.0,39.27659,-84.40175,Cincinnati,OH,45241
2572,41023,NEW AGE TRAINING,NEW YORK,NY,10001,Proprietary,Subsidized,33,33,115500.0,33,57750.0,40.75064,-73.99728,New York,NY,10001
2574,12580,SAINT LOUIS CHRISTIAN COLLEGE,FLORISSANT,MO,63033,Private-Nonprofit,Subsidized,28,28,108601.0,29,29567.0,38.7958,-90.27786,Florissant,MO,63033
2575,7522,CONTINENTAL SCHOOL OF BEAUTY CULTURE,ROCHESTER,NY,14623,Proprietary,Subsidized,39,39,90663.0,39,48851.0,43.08798,-77.64314,Rochester,NY,14623
2576,8597,FEATHER RIVER COLLEGE,QUINCY,CA,95971,Public,Subsidized,41,41,153096.0,41,76549.0,39.92895,-120.91608,Quincy,CA,95971
2578,9976,ARKANSAS STATE UNIVERSITY THREE RIVERS,MALVERN,AR,72104,Public,Subsidized,90,90,311467.0,90,155735.0,34.34774,-92.81814,Malvern,AR,72104
2579,32963,CORTIVA INSTITUTE,LINTHICUM,MD,21090,Proprietary,Subsidized,49,49,133915.0,49,67823.0,39.20919,-76.66796,Linthicum Heights,MD,21090
2580,7459,PAIER COLLEGE OF ART,HAMDEN,CT,6514,Proprietary,Subsidized,69,69,269981.0,69,134992.0,41.3729,-72.94159,Hamden,CT,06514
2581,12261,NORTH ARKANSAS COLLEGE,HARRISON,AR,72601,Public,Subsidized,77,77,287996.0,77,143749.0,36.23669,-93.09181,Harrison,AR,72601
2582,25830,GWINNETT COLLEGE,LILBURN,GA,30047,Proprietary,Subsidized,147,147,517911.0,155,194166.0,33.87104,-84.11304,Lilburn,GA,30047
2583,42802,UNIVERSITY OF ARKANSAS SYSTEM EVERSITY,LITTLE ROCK,AR,72207,Public,Subsidized,50,50,206987.0,62,32511.0,34.77493,-92.34271,Little Rock,AR,72207
2585,3679,SNOW COLLEGE,EPHRAIM,UT,84627,Public,Subsidized,443,443,1418474.0,509,768272.0,39.35515,-111.58457,Ephraim,UT,84627
2587,26105,XENON INTERNATIONAL ACADEMY II,OMAHA,NE,68127,Proprietary,Subsidized,32,32,111518.0,32,56017.0,41.2061,-96.05245,Omaha,NE,68127
2589,2655,NEW MEXICO JUNIOR COLLEGE,HOBBS,NM,88240,Public,Subsidized,36,38,105577.0,38,52214.0,32.67285,-103.43454,Hobbs,NM,88240
2590,11505,TRICOCI UNIVERSITY OF BEAUTY CULTURE,HIGHLAND,IN,46322,Proprietary,Subsidized,38,38,111853.0,38,55929.0,41.54818,-87.45884,Highland,IN,46322
2591,42034,ARKANSAS STATE UNIVERSITY - NEWPORT,NEWPORT,AR,72112,Public,Subsidized,80,80,246380.0,92,133900.0,35.57383,-91.22918,Newport,AR,72112
2594,33733,BEACON COLLEGE,LEESBURG,FL,34748,Private-Nonprofit,Subsidized,110,110,452937.0,110,233197.0,28.77366,-81.88552,Leesburg,FL,34748
2596,41329,Z HAIR ACADEMY,LAWRENCE,KS,66046,Proprietary,Subsidized,37,37,121747.0,38,62374.0,38.909,-95.21061,Lawrence,KS,66046
2597,12881,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL,FITCHBURG,MA,1420,Public,Subsidized,15,15,52500.0,15,26250.0,42.58559,-71.81693,Fitchburg,MA,01420
2598,36506,PC AGE,JERSEY CITY,NJ,7306,Proprietary,Subsidized,93,93,190708.0,158,143458.0,40.73674,-74.07132,Jersey City,NJ,07306
2600,2892,UNITED STATES MERCHANT MARINE ACADEMY,KINGS POINT,NY,11024,Public,Subsidized,31,31,87103.0,31,29016.0,40.81642,-73.74205,Great Neck,NY,11024
2603,41442,CAREER DEVELOPMENT INSTITUTE,LOS ANGELES,CA,90035,Proprietary,Subsidized,61,62,193313.0,62,100870.0,34.05139,-118.38577,Los Angeles,CA,90035
2605,34263,COLLEGE OF HEALTH CARE PROFESSIONS (THE),AUSTIN,TX,78723,Proprietary,Subsidized,113,113,384765.0,115,195477.0,30.30423,-97.68578,Austin,TX,78723
2606,8303,GATEWAY COMMUNITY COLLEGE,PHOENIX,AZ,85034,Public,Subsidized,455,470,1702117.0,471,851713.0,33.43465,-112.01989,Phoenix,AZ,85034
2608,11519,JOSEPH'S COLLEGE COSMETOLOGY,LINCOLN,NE,68505,Proprietary,Subsidized,31,31,98538.0,31,49682.0,40.82446,-96.61562,Lincoln,NE,68505
2609,2263,GLEN OAKS COMMUNITY COLLEGE,CENTREVILLE,MI,49032,Public,Subsidized,58,58,165956.0,58,79003.0,41.91779,-85.50767,Centreville,MI,49032
2611,7164,BRYAN UNIVERSITY,TEMPE,AZ,85281,Proprietary,Subsidized,199,199,678412.0,203,341115.0,33.42805,-111.93157,Tempe,AZ,85281
2612,1079,YAVAPAI COLLEGE,PRESCOTT,AZ,86301,Public,Subsidized,221,222,809806.0,223,405735.0,34.59452,-112.42454,Prescott,AZ,86301
2616,6421,JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS,PLAINFIELD,NJ,7061,Private-Nonprofit,Subsidized,29,29,127663.0,44,93413.0,40.613736,-74.411727,PLAINFIELD,NJ,07061
2617,31229,YORK COUNTY COMMUNITY COLLEGE,WELLS,ME,4090,Public,Subsidized,96,96,315683.0,96,157838.0,43.32669,-70.63356,Wells,ME,04090
2619,9284,BRITTANY BEAUTY SCHOOL -,LEVITTOWN,NY,11756,Proprietary,Subsidized,40,40,99030.0,40,50333.0,40.72545,-73.51656,Levittown,NY,11756
2621,7305,PORTER AND CHESTER INSTITUTE OF HAMDEN,HAMDEN,CT,6514,Proprietary,Subsidized,62,62,173622.0,73,74489.0,41.3729,-72.94159,Hamden,CT,06514
2627,1250,ORANGE COAST COLLEGE,COSTA MESA,CA,92628,Public,Subsidized,45,45,141627.0,45,87689.0,33.6633386,-117.903317,COSTA MESA,CA,92628
2628,7738,SOUTHERN ARKANSAS UNIVERSITY TECH,CAMDEN,AR,71701,Public,Subsidized,113,113,358340.0,113,179022.0,33.57837,-92.81309,Camden,AR,71701
2630,42835,FALCON INSTITUTE OF HEALTH AND SCIENCE,BETHLEHEM,PA,18017,Proprietary,Subsidized,36,36,108943.0,39,55849.0,40.66069,-75.38739,Bethlehem,PA,18017
2631,1389,HOLY APOSTLES COLLEGE & SEMINARY,CROMWELL,CT,6416,Private-Nonprofit,Subsidized,34,34,131879.0,35,65935.0,41.61218,-72.66382,Cromwell,CT,06416
2632,8304,SCOTTSDALE COMMUNITY COLLEGE,SCOTTSDALE,AZ,85250,Public,Subsidized,405,418,1511915.0,418,756838.0,33.52986,-111.88991,Scottsdale,AZ,85250
2635,30063,IBMC COLLEGE,FORT COLLINS,CO,80525,Proprietary,Subsidized,163,165,427775.0,226,255195.0,40.52795,-105.04249,Fort Collins,CO,80525
2637,34224,COLLEGE OF BIBLICAL STUDIES-HOUSTON,HOUSTON,TX,77036,Private-Nonprofit,Subsidized,122,122,482114.0,122,206139.0,29.70119,-95.53659,Houston,TX,77036
2639,38913,SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,CHICAGO,IL,60604,Proprietary,Subsidized,30,30,86498.0,30,43249.0,41.87799,-87.62928,Chicago,IL,60604
2640,1359,COLORADO NORTHWESTERN COMMUNITY COLLEGE,RANGELY,CO,81648,Public,Subsidized,103,103,402250.0,103,199250.0,39.95096,-108.78498,Rangely,CO,81648
2641,37894,RIVER PARISHES COMMUNITY COLLEGE,GONZALES,LA,70737,Public,Subsidized,360,361,1283650.0,361,641833.0,30.22587,-90.92271,Gonzales,LA,70737
2642,41551,INSTITUTE OF MEDICAL AND BUSINESS CAREERS,ERIE,PA,16506,Proprietary,Subsidized,38,39,104208.0,56,48673.0,42.06449,-80.15472,Erie,PA,16506
2643,4484,JOHN F. KENNEDY UNIVERSITY,PLEASANT HILL,CA,94523,Private-Nonprofit,Subsidized,1,1,4244.0,1,2122.0,37.95403,-122.07608,Pleasant Hill,CA,94523
2644,31444,AMERICAN COLLEGE OF HEALTHCARE AND TECHNOLOGY,RIVERSIDE,CA,92505,Proprietary,Subsidized,46,46,161000.0,46,80500.0,33.92663,-117.4928,Riverside,CA,92505
2646,30686,SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY,SUNSET HILLS,MO,63127,Public,Subsidized,22,22,77000.0,22,38500.0,38.53544,-90.41297,Saint Louis,MO,63127
2647,2154,HELLENIC COLLEGE & HOLY CROSS GREEK ORTHODOX SCHOOL OF THEOLOGY,BROOKLINE,MA,2445,Private-Nonprofit,Subsidized,15,15,33750.0,15,33750.0,42.32581,-71.13319,Brookline,MA,02445
2648,2350,VERMILION COMMUNITY COLLEGE,ELY,MN,55731,Public,Subsidized,73,74,257722.0,74,128863.0,47.98832,-91.7489,Ely,MN,55731
2650,30439,NEWSCHOOL OF ARCHITECTURE AND DESIGN,SAN DIEGO,CA,92101,Proprietary,Subsidized,9,9,39000.0,9,14606.0,32.7162,-117.18589,San Diego,CA,92101
2651,41398,DELAWARE COLLEGE OF ART AND DESIGN,WILMINGTON,DE,19801,Private-Nonprofit,Subsidized,50,50,206000.0,50,103000.0,39.72782,-75.54615,Wilmington,DE,19801
2653,7950,WEST SHORE COMMUNITY COLLEGE,SCOTTVILLE,MI,49454,Public,Subsidized,29,29,106328.0,29,53163.0,43.95208,-86.28638,Scottville,MI,49454
2654,42405,PAUL MITCHELL THE SCHOOL TULSA,TULSA,OK,74134,Proprietary,Subsidized,37,37,115281.0,38,57910.0,36.1106,-95.80156,Tulsa,OK,74134
2655,4899,UPMC MERCY SCHOOL OF NURSING,PITTSBURGH,PA,15219,Private-Nonprofit,Subsidized,21,21,69806.0,21,34903.0,40.44304,-79.98443,Pittsburgh,PA,15219
2656,41528,PAUL MITCHELL THE SCHOOL SACRAMENTO,SACRAMENTO,CA,95825,Proprietary,Subsidized,56,56,156184.0,56,78078.0,38.5901,-121.40644,Sacramento,CA,95825
2658,8494,HOHOKUS SCHOOL OF TRADE AND TECHNICAL SCIENCES,PATERSON,NJ,7513,Proprietary,Subsidized,46,46,109558.0,63,64822.0,40.90565,-74.14869,Paterson,NJ,07513
2662,30612,MIDWEST COLLEGE OF ORIENTAL MEDICINE,RACINE,WI,53403,Proprietary,Subsidized,8,8,44000.0,8,14672.0,42.68738,-87.82587,Racine,WI,53403
2665,6731,CASA LOMA COLLEGE,VAN NUYS,CA,91405,Private-Nonprofit,Subsidized,57,57,204978.0,64,110894.0,34.20153,-118.44863,Van Nuys,CA,91405
2666,1614,KAUAI COMMUNITY COLLEGE,LIHUE,HI,96766,Public,Subsidized,25,27,94803.0,27,49402.0,22.00556,-159.41931,Lihue,HI,96766
2667,3742,SWEET BRIAR COLLEGE,SWEET BRIAR,VA,24595,Private-Nonprofit,Subsidized,90,92,359224.0,92,184980.0,37.55904,-79.08421,Sweet Briar,VA,24595
